Test MSE,Train loss,Valid MSE,epoch,step
,,297439.03125,0,0
,,286488.46875,1,1
,,269631.75,2,2
,,246039.359375,3,3
,,215577.515625,4,4
,,178720.890625,5,5
,,136908.765625,6,6
,,92841.8359375,7,7
,,51028.2890625,8,8
,,18337.84375,9,9
,,3908.2822265625,10,10
,,15076.5830078125,11,11
,,43052.6015625,12,12
,,61389.07421875,13,13
,,59051.80078125,14,14
,,43273.2265625,15,15
,,24750.3515625,16,16
,,10850.720703125,17,17
,,4349.6044921875,18,18
,,4458.34912109375,19,19
,,8632.58984375,20,20
,,14148.876953125,21,21
,,18955.052734375,22,22
,,21871.9765625,23,23
,,22468.126953125,24,24
,,20860.982421875,25,25
,,17551.611328125,26,26
,,13300.921875,27,27
,,9014.5703125,28,28
,,5596.75634765625,29,29
,,3750.701171875,30,30
,,3749.423583984375,31,31
,,5272.052734375,32,32
,,7451.03515625,33,33
,,9209.814453125,34,34
,,9759.2509765625,35,35
,,8944.9755859375,36,36
,,7226.37451171875,37,37
,,5349.80908203125,38,38
,,3962.992919921875,39,39
,,3379.435546875,40,40
,,3551.314208984375,41,41
,,4188.25390625,42,42
,,4922.10400390625,43,43
,,5443.14404296875,44,44
,,5577.3349609375,45,45
,,5306.05517578125,46,46
,,4742.44921875,47,47
,,4079.240234375,48,48
,4079.24072265625,,49,49
,,3521.28173828125,49,49
,,3217.80322265625,50,50
,,3213.040283203125,51,51
,,3434.777099609375,52,52
,,3730.131103515625,53,53
,,3936.390380859375,54,54
,,3953.380126953125,55,55
,,3780.245849609375,56,56
,,3500.4326171875,57,57
,,3229.4599609375,58,58
,,3057.91796875,59,59
,,3017.799560546875,60,60
,,3081.706787109375,61,61
,,3186.757080078125,62,62
,,3266.975830078125,63,63
,,3279.57275390625,64,64
,,3217.06103515625,65,65
,,3104.003173828125,66,66
,,2982.237060546875,67,67
,,2891.492431640625,68,68
,,2853.077392578125,69,69
,,2862.9580078125,70,70
,,2896.62890625,71,71
,,2922.886962890625,72,72
,,2919.224853515625,73,73
,,2881.166015625,74,74
,,2821.489013671875,75,75
,,2761.166748046875,76,76
,,2717.919189453125,77,77
,,2698.454345703125,78,78
,,2697.403564453125,79,79
,,2702.094482421875,80,80
,,2699.734375,81,81
,,2683.281982421875,82,82
,,2653.6484375,83,83
,,2617.91943359375,84,84
,,2585.03564453125,85,85
,,2561.237060546875,86,86
,,2547.472412109375,87,87
,,2539.712158203125,88,88
,,2531.717529296875,89,89
,,2518.515869140625,90,90
,,2498.72216796875,91,91
,,2474.650146484375,92,92
,,2450.4765625,93,93
,,2429.77392578125,94,94
,,2413.768798828125,95,95
,,2401.134521484375,96,96
,,2389.132568359375,97,97
,,2375.261474609375,98,98
,2375.26171875,,99,99
,,2358.4990234375,99,99
2358.49951171875,,,100,100
