epoch,step,test_MSE,train_loss,val_loss
0,0,,,1.2731927633285522
1,1,,,0.9520378112792969
2,2,,,1.0257043838500977
3,3,,,1.0368101596832275
4,4,,,0.9383300542831421
5,5,,,0.8978436589241028
6,6,,,0.9266865849494934
7,7,,,0.9258503913879395
8,8,,,0.8787686228752136
9,9,,,0.8423509001731873
10,10,,,0.8416311144828796
11,11,,,0.8437701463699341
12,12,,,0.8211582899093628
13,13,,,0.7927448153495789
14,14,,,0.7845275402069092
15,15,,,0.7839164733886719
16,16,,,0.7644575238227844
17,17,,,0.7403506636619568
18,18,,,0.7322239875793457
19,19,,,0.7267695665359497
20,20,,,0.7074611186981201
21,21,,,0.6908344626426697
22,22,,,0.6861582398414612
23,23,,,0.6725635528564453
24,24,,,0.65487140417099
25,25,,,0.6482365131378174
26,26,,,0.6365854740142822
27,27,,,0.6200531125068665
28,28,,,0.6129550933837891
29,29,,,0.5992454290390015
30,30,,,0.5858579874038696
31,31,,,0.578185498714447
32,32,,,0.5625959038734436
33,33,,,0.5547254085540771
34,34,,,0.5421124696731567
35,35,,,0.5325788259506226
36,36,,,0.5230286717414856
37,37,,,0.5134062767028809
38,38,,,0.5054236054420471
39,39,,,0.4966660141944885
40,40,,,0.48967599868774414
41,41,,,0.4829135239124298
42,42,,,0.47586938738822937
43,43,,,0.4711025357246399
44,44,,,0.4642541706562042
45,45,,,0.46122971177101135
46,46,,,0.45542818307876587
47,47,,,0.4529156982898712
48,48,,,0.450810045003891
49,49,,0.4508100152015686,
49,49,,,0.4521200954914093
50,50,0.4521200954914093,,
50,50,0.4521200954914093,,
