epoch,step,test_MSE,train_loss,val_loss
0,0,,,1.2876348495483398
1,1,,,0.964047908782959
2,2,,,0.9873355627059937
3,3,,,1.018940806388855
4,4,,,0.9385443329811096
5,5,,,0.8889909386634827
6,6,,,0.9007027745246887
7,7,,,0.906961977481842
8,8,,,0.8782739639282227
9,9,,,0.8404534459114075
10,10,,,0.8262224197387695
11,11,,,0.8286676406860352
12,12,,,0.8175259232521057
13,13,,,0.7898980975151062
14,14,,,0.7693195939064026
15,15,,,0.765796959400177
16,16,,,0.7589472532272339
17,17,,,0.7399369478225708
18,18,,,0.7219956517219543
19,19,,,0.7160674929618835
20,20,,,0.7079322934150696
21,21,,,0.691752552986145
22,22,,,0.6795697212219238
23,23,,,0.6744062304496765
24,24,,,0.6620936393737793
25,25,,,0.646965742111206
26,26,,,0.6403810977935791
27,27,,,0.6294656991958618
28,28,,,0.614700198173523
29,29,,,0.6072054505348206
30,30,,,0.5953130125999451
31,31,,,0.5822760462760925
32,32,,,0.5748250484466553
33,33,,,0.5614821910858154
34,34,,,0.5527775287628174
35,35,,,0.5425742268562317
36,36,,,0.5321148037910461
37,37,,,0.5239445567131042
38,38,,,0.5130481719970703
39,39,,,0.5060924291610718
40,40,,,0.4965052902698517
41,41,,,0.49014389514923096
42,42,,,0.4818405508995056
43,43,,,0.4756241738796234
44,44,,,0.46932438015937805
45,45,,,0.4626535475254059
46,46,,,0.4584932327270508
47,47,,,0.45269182324409485
48,48,,,0.4493837356567383
49,49,,0.4493837356567383,
49,49,,,0.4482390880584717
50,50,,,0.45174965262413025
51,51,,,0.4595082998275757
52,52,,,0.44606369733810425
53,53,,,0.4338076710700989
54,54,,,0.4438931941986084
55,55,,,0.4365822374820709
56,56,,,0.43053147196769714
57,57,,,0.4345545768737793
58,58,,,0.4286678433418274
59,59,,,0.42881128191947937
60,60,,,0.4260484576225281
61,61,,,0.42391160130500793
62,62,,,0.42546311020851135
63,63,,,0.4194124639034271
64,64,,,0.4208102524280548
65,65,,,0.42035096883773804
66,66,,,0.4148278534412384
67,67,,,0.41695937514305115
68,68,,,0.4145599901676178
69,69,,,0.41130292415618896
70,70,,,0.4122582674026489
71,71,,,0.4093172252178192
72,72,,,0.40802326798439026
73,73,,,0.40787044167518616
74,74,,,0.4046926200389862
75,75,,,0.40418413281440735
76,76,,,0.4038464426994324
77,77,,,0.40103334188461304
78,78,,,0.40015944838523865
79,79,,,0.3996380567550659
80,80,,,0.39759188890457153
81,81,,,0.3966539204120636
82,82,,,0.39598098397254944
83,83,,,0.3940471112728119
84,84,,,0.39283159375190735
85,85,,,0.3923724889755249
86,86,,,0.3910927176475525
87,87,,,0.38973745703697205
88,88,,,0.38919827342033386
89,89,,,0.3885238766670227
90,90,,,0.38747259974479675
91,91,,,0.387004554271698
92,92,,,0.38758763670921326
93,93,,,0.38942912220954895
94,94,,,0.3930090665817261
95,95,,,0.39846089482307434
96,96,,,0.397640585899353
97,97,,,0.3875371217727661
98,98,,,0.37865427136421204
99,99,,0.37865424156188965,
99,99,,,0.3817606270313263
100,100,,,0.387108713388443
101,101,,,0.3831779360771179
102,102,,,0.3762304484844208
103,103,,,0.3759117126464844
104,104,,,0.37886592745780945
105,105,,,0.3780761957168579
106,106,,,0.37402817606925964
107,107,,,0.37193194031715393
108,108,,,0.37247252464294434
109,109,,,0.37281832098960876
110,110,,,0.37158215045928955
111,111,,,0.36905547976493835
112,112,,,0.367194801568985
113,113,,,0.36697131395339966
114,114,,,0.36751431226730347
115,115,,,0.3672969341278076
116,116,,,0.36523279547691345
117,117,,,0.3626841604709625
118,118,,,0.361512154340744
119,119,,,0.36177733540534973
120,120,,,0.36229875683784485
121,121,,,0.36214113235473633
122,122,,,0.36125245690345764
123,123,,,0.360015332698822
124,124,,,0.3591892719268799
125,125,,,0.3584541082382202
126,126,,,0.35740694403648376
127,127,,,0.35591578483581543
128,128,,,0.35445261001586914
129,129,,,0.35348373651504517
130,130,,,0.35307133197784424
131,131,,,0.35308536887168884
132,132,,,0.3534659147262573
133,133,,,0.35455021262168884
134,134,,,0.35806167125701904
135,135,,,0.3657526969909668
136,136,,,0.3815808892250061
137,137,,,0.3895053565502167
138,138,,,0.3754938542842865
139,139,,,0.3482248783111572
140,140,,,0.3537675142288208
141,141,,,0.3705040514469147
142,142,,,0.3553086221218109
143,143,,,0.3440248966217041
144,144,,,0.3566910922527313
145,145,,,0.3545454442501068
146,146,,,0.34301483631134033
147,147,,,0.34756267070770264
148,148,,,0.35032761096954346
149,149,,0.35032761096954346,
149,149,,,0.34218090772628784
150,150,,,0.34259507060050964
151,151,,,0.3467938005924225
152,152,,,0.34076473116874695
153,153,,,0.3374313414096832
154,154,,,0.34199634194374084
155,155,,,0.34056127071380615
156,156,,,0.33520662784576416
157,157,,,0.3365260362625122
158,158,,,0.33819031715393066
159,159,,,0.33435186743736267
160,160,,,0.3329872488975525
161,161,,,0.3351663053035736
162,162,,,0.33398905396461487
163,163,,,0.33087465167045593
164,164,,,0.33077144622802734
165,165,,,0.3317938446998596
166,166,,,0.3301430344581604
167,167,,,0.328014075756073
168,168,,,0.32819613814353943
169,169,,,0.3284273147583008
170,170,,,0.3268595039844513
171,171,,,0.3254617154598236
172,172,,,0.3254344165325165
173,173,,,0.3253325819969177
174,174,,,0.3242522180080414
175,175,,,0.3231438994407654
176,176,,,0.3231356143951416
177,177,,,0.3240284323692322
178,178,,,0.3259584307670593
179,179,,,0.3313344717025757
180,180,,,0.3481068015098572
181,181,,,0.3724067807197571
182,182,,,0.3912324011325836
183,183,,,0.35027772188186646
184,184,,,0.3207302987575531
185,185,,,0.3425670564174652
186,186,,,0.3491186499595642
187,187,,,0.3264367878437042
188,188,,,0.3257518708705902
189,189,,,0.33689168095588684
190,190,,,0.32945042848587036
191,191,,,0.32106682658195496
192,192,,,0.3263116478919983
193,193,,,0.32832857966423035
194,194,,,0.32199040055274963
195,195,,,0.31840479373931885
196,196,,,0.321334570646286
197,197,,,0.3214836120605469
198,198,,,0.315348744392395
