epoch,step,test_MSE,train_loss,val_loss,val_mse
0,2,,,5539.9365234375,5539.9365234375
1,5,,,5188.20166015625,5188.20166015625
2,8,,,3300.992919921875,3300.992919921875
3,11,,,3226.482421875,3226.482421875
4,14,,,2824.9375,2824.9375
5,17,,,3095.757568359375,3095.757568359375
6,20,,,5750.833984375,5750.833984375
7,23,,,6359.76171875,6359.76171875
8,26,,,3982.476318359375,3982.476318359375
9,29,,,2178.800048828125,2178.800048828125
10,32,,,1915.1021728515625,1915.1021728515625
11,35,,,1590.0938720703125,1590.0938720703125
12,38,,,3082.378662109375,3082.378662109375
13,41,,,2099.15771484375,2099.15771484375
14,44,,,2288.323974609375,2288.323974609375
15,47,,,1918.5615234375,1918.5615234375
16,49,,1120.918212890625,,
16,50,,,2517.918701171875,2517.918701171875
17,53,,,3284.2802734375,3284.2802734375
18,56,,,3464.19677734375,3464.19677734375
19,59,,,3033.52685546875,3033.52685546875
20,62,,,2863.471435546875,2863.471435546875
21,65,,,1091.4844970703125,1091.4844970703125
22,68,,,1305.1287841796875,1305.1287841796875
23,71,,,1848.10888671875,1848.10888671875
24,74,,,1279.0611572265625,1279.0611572265625
25,77,,,1003.4822998046875,1003.4822998046875
26,80,,,1049.919921875,1049.919921875
27,83,,,1278.167724609375,1278.167724609375
28,86,,,991.6107788085938,991.6107788085938
29,89,,,1959.9879150390625,1959.9879150390625
30,92,,,988.0609741210938,988.0609741210938
31,95,,,1344.7252197265625,1344.7252197265625
32,98,,,877.4804077148438,877.4804077148438
33,99,,752.4998168945312,,
33,101,,,893.8902587890625,893.8902587890625
34,104,,,1235.94287109375,1235.94287109375
35,107,,,2922.784423828125,2922.784423828125
36,110,,,1435.76416015625,1435.76416015625
37,113,,,2358.296142578125,2358.296142578125
38,116,,,1085.8699951171875,1085.8699951171875
39,119,,,8337.0107421875,8337.0107421875
40,122,,,7864.916015625,7864.916015625
41,125,,,1344.9271240234375,1344.9271240234375
42,128,,,1747.20458984375,1747.20458984375
43,131,,,1333.6519775390625,1333.6519775390625
44,134,,,827.6041259765625,827.6041259765625
45,137,,,3298.50537109375,3298.50537109375
46,140,,,7130.56396484375,7130.56396484375
47,143,,,5739.203125,5739.203125
48,146,,,1292.4742431640625,1292.4742431640625
49,149,,1684.6654052734375,,
49,149,,,2694.908447265625,2694.908447265625
50,152,,,6194.27392578125,6194.27392578125
51,155,,,4905.69482421875,4905.69482421875
52,158,,,855.591064453125,855.591064453125
53,161,,,5419.16064453125,5419.16064453125
54,164,,,3066.069091796875,3066.069091796875
55,167,,,1475.6795654296875,1475.6795654296875
56,170,,,1036.996826171875,1036.996826171875
57,173,,,894.2675170898438,894.2675170898438
58,176,,,749.438232421875,749.438232421875
59,179,,,775.8405151367188,775.8405151367188
60,182,,,708.6362915039062,708.6362915039062
61,185,,,766.7592163085938,766.7592163085938
62,188,,,690.2925415039062,690.2925415039062
63,191,,,693.2437744140625,693.2437744140625
64,194,,,690.0149536132812,690.0149536132812
65,197,,,2952.986572265625,2952.986572265625
66,199,,1776.2286376953125,,
66,200,,,3035.71728515625,3035.71728515625
67,203,,,822.3055419921875,822.3055419921875
68,206,,,3672.23193359375,3672.23193359375
69,209,,,9727.46875,9727.46875
70,212,,,1129.05712890625,1129.05712890625
71,215,,,4208.78515625,4208.78515625
72,218,,,9557.9306640625,9557.9306640625
73,221,,,4483.34326171875,4483.34326171875
74,224,,,1792.8463134765625,1792.8463134765625
75,227,,,710.7943725585938,710.7943725585938
76,230,,,3749.385986328125,3749.385986328125
77,233,,,5855.57275390625,5855.57275390625
78,236,,,3119.18798828125,3119.18798828125
79,239,,,1529.5755615234375,1529.5755615234375
80,242,,,1054.7257080078125,1054.7257080078125
81,245,,,2064.782958984375,2064.782958984375
82,248,,,3308.130859375,3308.130859375
83,249,,2819.720947265625,,
83,251,,,4541.40576171875,4541.40576171875
84,254,,,2276.266845703125,2276.266845703125
85,257,,,2034.3873291015625,2034.3873291015625
86,260,,,749.4337768554688,749.4337768554688
87,263,,,1195.6573486328125,1195.6573486328125
88,266,,,6037.61376953125,6037.61376953125
89,269,,,1333.910400390625,1333.910400390625
90,272,,,638.3431396484375,638.3431396484375
91,275,,,618.2442626953125,618.2442626953125
92,278,,,2178.198486328125,2178.198486328125
93,281,,,1755.735595703125,1755.735595703125
94,284,,,809.2468872070312,809.2468872070312
95,287,,,1130.6505126953125,1130.6505126953125
96,290,,,973.029296875,973.029296875
97,293,,,613.67822265625,613.67822265625
98,296,,,848.2050170898438,848.2050170898438
99,299,,114.29147338867188,,
99,299,,,897.2208862304688,897.2208862304688
100,300,897.2208251953125,,,
