epoch,step,test_MSE,train_loss,val_loss,val_mse
0,2,,,25926.728515625,25926.728515625
1,5,,,11876.4423828125,11876.4423828125
2,8,,,49061.171875,49061.171875
3,11,,,8922.70703125,8922.70703125
4,14,,,9630.6044921875,9630.6044921875
5,17,,,12216.8388671875,12216.8388671875
6,20,,,4109.31396484375,4109.31396484375
7,23,,,5690.2880859375,5690.2880859375
8,26,,,3554.254638671875,3554.254638671875
9,29,,,3996.59326171875,3996.59326171875
10,32,,,4209.28076171875,4209.28076171875
11,35,,,3172.64013671875,3172.64013671875
12,38,,,3532.41015625,3532.41015625
13,41,,,3974.527099609375,3974.527099609375
14,44,,,3393.44580078125,3393.44580078125
15,47,,,4282.20751953125,4282.20751953125
16,49,,3129.100341796875,,
16,50,,,2649.136962890625,2649.136962890625
17,53,,,2318.64208984375,2318.64208984375
18,56,,,2313.126708984375,2313.126708984375
19,59,,,2318.264404296875,2318.264404296875
20,62,,,2125.075927734375,2125.075927734375
21,65,,,2192.36962890625,2192.36962890625
22,68,,,2039.624755859375,2039.624755859375
23,71,,,1900.4339599609375,1900.4339599609375
24,74,,,1833.56396484375,1833.56396484375
25,77,,,1931.9007568359375,1931.9007568359375
26,80,,,1728.981201171875,1728.981201171875
27,83,,,1874.1517333984375,1874.1517333984375
28,86,,,2885.26708984375,2885.26708984375
29,89,,,1755.5599365234375,1755.5599365234375
30,92,,,1474.9615478515625,1474.9615478515625
31,95,,,2394.358154296875,2394.358154296875
32,98,,,4779.37890625,4779.37890625
33,99,,4487.68310546875,,
33,101,,,3201.34326171875,3201.34326171875
34,104,,,1766.10986328125,1766.10986328125
35,107,,,1372.9296875,1372.9296875
36,110,,,2055.3916015625,2055.3916015625
37,113,,,1433.771484375,1433.771484375
38,116,,,1428.55078125,1428.55078125
39,119,,,1339.42578125,1339.42578125
40,122,,,1692.2872314453125,1692.2872314453125
41,125,,,1146.1444091796875,1146.1444091796875
42,128,,,1355.4173583984375,1355.4173583984375
43,131,,,1832.2437744140625,1832.2437744140625
44,134,,,1204.0023193359375,1204.0023193359375
45,137,,,1139.1436767578125,1139.1436767578125
46,140,,,1151.0023193359375,1151.0023193359375
47,143,,,1363.74853515625,1363.74853515625
48,146,,,1080.2706298828125,1080.2706298828125
49,149,,908.3641967773438,,
49,149,,,1089.5760498046875,1089.5760498046875
50,150,1089.57568359375,,,
50,150,1089.57568359375,,,
