Test MSE,Train loss,epoch,step,val_loss
,,0,2,3816.354248046875
,,1,5,15335.8564453125
,,2,8,13685.8203125
,,3,11,21420.02734375
,,4,14,13059.474609375
,,5,17,10485.513671875
,,6,20,3475.03369140625
,,7,23,4175.62548828125
,,8,26,10006.4365234375
,,9,29,10202.6298828125
,,10,32,5344.66650390625
,,11,35,2316.122314453125
,,12,38,3270.323974609375
,,13,41,5081.86181640625
,,14,44,2442.0947265625
,,15,47,3160.802734375
,5626.0810546875,16,49,
,,16,50,2137.0859375
,,17,53,1912.0843505859375
,,18,56,3425.72900390625
,,19,59,1573.5428466796875
,,20,62,1654.1358642578125
,,21,65,2109.681884765625
,,22,68,2204.083740234375
,,23,71,1648.9935302734375
,,24,74,1238.89306640625
,,25,77,1104.355224609375
,,26,80,2745.481201171875
,,27,83,1740.5921630859375
,,28,86,2235.95849609375
,,29,89,2411.138916015625
,,30,92,4474.185546875
,,31,95,6802.2451171875
,,32,98,11081.607421875
,11289.52734375,33,99,
,,33,101,10262.9384765625
,,34,104,10316.1552734375
,,35,107,15521.0361328125
,,36,110,13952.638671875
,,37,113,11087.5166015625
,,38,116,11226.1806640625
,,39,119,7972.064453125
,,40,122,8283.1005859375
,,41,125,4771.1923828125
,,42,128,4542.9443359375
,,43,131,948.8682250976562
,,44,134,1339.1964111328125
,,45,137,1029.322021484375
,,46,140,1644.7215576171875
,,47,143,998.2581787109375
,,48,146,1248.022705078125
,1502.6298828125,49,149,
,,49,149,1496.4471435546875
,,50,152,1985.2940673828125
,,51,155,1627.680419921875
,,52,158,2303.59619140625
,,53,161,2716.17724609375
,,54,164,1761.410888671875
,,55,167,1429.4144287109375
,,56,170,1976.4876708984375
,,57,173,1758.751708984375
,,58,176,3248.961669921875
,,59,179,2393.9150390625
,,60,182,1568.3912353515625
,,61,185,773.236328125
,,62,188,927.8624267578125
,,63,191,1034.4764404296875
,,64,194,1041.9644775390625
,,65,197,740.7922973632812
,639.0051879882812,66,199,
,,66,200,793.3167114257812
,,67,203,716.7910766601562
,,68,206,751.3197631835938
,,69,209,1558.92578125
,,70,212,1812.4554443359375
,,71,215,5169.84228515625
,,72,218,6782.3134765625
,,73,221,4004.194091796875
,,74,224,4118.078125
,,75,227,1260.5980224609375
,,76,230,660.1727905273438
,,77,233,643.8529663085938
,,78,236,647.1051025390625
,,79,239,1122.795166015625
,,80,242,655.0708618164062
,,81,245,696.032958984375
,,82,248,698.9252319335938
,837.0850219726562,83,249,
,,83,251,805.8635864257812
,,84,254,1395.4609375
,,85,257,618.901123046875
,,86,260,801.9099731445312
,,87,263,1777.6669921875
,,88,266,1464.84716796875
,,89,269,635.5037231445312
,,90,272,891.9640502929688
,,91,275,3424.125
,,92,278,3903.0537109375
,,93,281,6022.57421875
,,94,284,2051.077392578125
,,95,287,569.0511474609375
,,96,290,581.0355224609375
,,97,293,649.5740966796875
,,98,296,685.7240600585938
,1313.6119384765625,99,299,
,,99,299,858.12939453125
,,100,302,971.2142333984375
,,101,305,2214.173828125
,,102,308,988.7156982421875
,,103,311,1005.9530029296875
,,104,314,529.6549072265625
,,105,317,578.8694458007812
,,106,320,843.033203125
,,107,323,522.5377807617188
,,108,326,978.4573364257812
,,109,329,996.6961059570312
,,110,332,499.567626953125
,,111,335,822.1939697265625
,,112,338,509.9110412597656
,,113,341,883.95166015625
,,114,344,519.8908081054688
,,115,347,964.4061279296875
,510.42889404296875,116,349,
,,116,350,1663.390625
,,117,353,976.7667236328125
,,118,356,1642.071533203125
,,119,359,456.2058410644531
,,120,362,1670.5863037109375
,,121,365,1196.267333984375
,,122,368,476.7450866699219
,,123,371,1117.8544921875
,,124,374,541.370361328125
,,125,377,1733.9180908203125
,,126,380,718.828125
,,127,383,435.0474548339844
,,128,386,2292.321044921875
,,129,389,1120.5177001953125
,,130,392,2612.887939453125
,,131,395,580.8531494140625
,,132,398,469.0498046875
,420.0940246582031,133,399,
,,133,401,2519.3525390625
,,134,404,1194.8626708984375
,,135,407,452.3791198730469
,,136,410,497.175537109375
,,137,413,958.6782836914062
,,138,416,2977.33203125
,,139,419,974.7184448242188
,,140,422,842.6553344726562
,,141,425,3029.968017578125
,,142,428,1182.0670166015625
,,143,431,397.18804931640625
,,144,434,629.1348876953125
,,145,437,1793.069091796875
,,146,440,3124.948974609375
,,147,443,486.11199951171875
,,148,446,1518.124267578125
,200.18788146972656,149,449,
,,149,449,935.4634399414062
,,150,452,617.7755737304688
,,151,455,409.7699279785156
,,152,458,1002.893798828125
,,153,461,398.2126159667969
,,154,464,391.1170959472656
,,155,467,509.1867370605469
,,156,470,598.3731689453125
,,157,473,556.26123046875
,,158,476,1512.189697265625
,,159,479,1188.7022705078125
,,160,482,453.80572509765625
,,161,485,485.1801452636719
,,162,488,1043.99462890625
,,163,491,2484.7294921875
,,164,494,459.7403564453125
,,165,497,507.1813659667969
,864.925048828125,166,499,
,,166,500,500.8000183105469
,,167,503,503.32183837890625
,,168,506,2562.118408203125
,,169,509,997.8919067382812
,,170,512,874.4459228515625
,,171,515,1431.5772705078125
,,172,518,3113.165771484375
,,173,521,1684.7587890625
,,174,524,429.59942626953125
,,175,527,486.7022705078125
,,176,530,662.619140625
,,177,533,429.4148864746094
,,178,536,366.8857421875
,,179,539,387.86358642578125
,,180,542,479.1739196777344
,,181,545,726.6713256835938
,,182,548,650.62255859375
,530.5219116210938,183,549,
,,183,551,322.0231018066406
,,184,554,1632.9847412109375
,,185,557,1162.5599365234375
,,186,560,327.9304504394531
,,187,563,303.6329345703125
,,188,566,306.04058837890625
,,189,569,1060.495849609375
,,190,572,392.70465087890625
,,191,575,800.6842651367188
,,192,578,280.3701477050781
,,193,581,799.6780395507812
,,194,584,462.1322021484375
,,195,587,327.7108459472656
,,196,590,346.527587890625
,,197,593,389.23443603515625
,,198,596,269.3688049316406
,98.6116943359375,199,599,
,,199,599,330.1834411621094
330.1833801269531,,200,600,
